text,category,severity,service_type
"Please assist, MFA not working. OTP/MFA is not working and I cannot login for the past 2 days.",account,medium,mfa
Shared mailbox request Please grant access to shared mailbox for our department since yesterday.,email,low,email
I need help with Outlook not syncing. Outlook is not syncing new emails after the latest update. This is affecting my work.,email,medium,calendar
"Hi IT team, Internal HR system not responding. The HR system is not responding and pages keep loading for the past 2 days.",software,medium,web_application
Access denied to folder I get access denied when opening the shared folder/system since yesterday. It is urgent.,account,medium,mfa
"Please assist, Battery not charging. The computer battery is not charging and only works with charger. This impacts customer support.",hardware,medium,peripheral
Shared mailbox request Please grant access to shared mailbox for our department after the latest update. This is delaying service.,email,medium,mailbox_access
Calendar invites failing Meeting invites fail or do not update in calendar since this morning. It is urgent.,email,medium,collaboration
Printer not detected Printer not detected on the network after the latest update. Cannot print from any PC. This is delaying service.,printer,low,scanner
"Hello, Application crashing. The application crashes when I click submit/save since yesterday. I cannot continue my tasks.",software,low,database_client
Faded prints Printer prints faded pages and shows low toner since this morning. This is affecting my work.,printer,medium,toner
"Afternoon, Phishing email reported. I received a suspicious email asking for credentials after restart. I did not click links. This impacts customer support.",security,high,data_leak
"Hi IT team, Phishing email reported. I received a suspicious email asking for credentials after the latest update. I did not click links.",security,high,malware
"Kindly help, Cannot send email. Emails stay in outbox with server connection error this week. It is urgent.",email,low,mailbox_access
I need help with Faded prints. Printer prints faded pages and shows low toner after restart. This impacts customer support.,printer,low,scanner
"Kindly help, Cannot login to LECIntelliSupport system. I cannot login to the LECIntelliSupport portal today. It says invalid session or error. This impacts customer support.",software,medium,database_client
Malware alert detected Antivirus detected malware and quarantined a file today. Please investigate. This is affecting my work.,security,critical,malware
